id,type,name,level,challengeTimes,sweepTimes,sceneId,levelLimit,roundLimit,resetPrice,monsterLevel,stance1,stance2,stance3,stance4,stance5,stance6,stance7,stance8,stance9,stance10,stance11,stance12,stance13,stance14,stance15,stance16,stance17,stance18,stance19,stance20,packageNum,searchDollarType,fundGiftType,syGiftType,limitGiftType,godLimit,ordinaryPropStr,roundPropStr,
11245,1,山海经,1245,100,5,2,100,50,50,347000,100219,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11246,1,山海经,1246,100,5,2,100,50,50,347400,100218,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11247,1,山海经,1247,100,5,2,100,50,50,347800,100217,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11248,1,山海经,1248,100,5,2,100,50,50,348200,100218,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11249,1,山海经,1249,100,5,2,100,50,50,348600,100220,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11250,1,山海经,1250,100,5,2,100,50,50,349000,100223,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,1,1,1,1,1,46,7:40224:30|7:40225:15|7:40226:3|7:42423:1,7:40224:30|7:40225:15|7:40226:3|7:42423:1,
11251,1,山海经,1251,100,5,2,100,50,50,349400,100217,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11252,1,山海经,1252,100,5,2,100,50,50,349800,100219,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,100213,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11253,1,山海经,1253,100,5,2,100,50,50,350200,100224,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11254,1,山海经,1254,100,5,2,100,50,50,350600,100220,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11255,1,山海经,1255,100,5,2,100,50,50,351000,100224,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11256,1,山海经,1256,100,5,2,100,50,50,351400,100223,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11257,1,山海经,1257,100,5,2,100,50,50,351800,100224,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11258,1,山海经,1258,100,5,2,100,50,50,352200,100223,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11259,1,山海经,1259,100,5,2,100,50,50,352600,100224,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11260,1,山海经,1260,100,5,2,100,50,50,353000,100220,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,100212,0,1,1,1,1,46,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11261,1,山海经,1261,100,5,2,100,50,50,353400,100224,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11262,1,山海经,1262,100,5,2,100,50,50,353800,100226,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11263,1,山海经,1263,100,5,2,100,50,50,354200,100225,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11264,1,山海经,1264,100,5,2,100,50,50,354600,100226,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11265,1,山海经,1265,100,5,2,100,50,50,355000,100227,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11266,1,山海经,1266,100,5,2,100,50,50,355400,100228,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11267,1,山海经,1267,100,5,2,100,50,50,355800,100226,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11268,1,山海经,1268,100,5,2,100,50,50,356200,100227,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11269,1,山海经,1269,100,5,2,100,50,50,356600,100229,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11270,1,山海经,1270,100,5,2,100,50,50,357000,100227,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11271,1,山海经,1271,100,5,2,100,50,50,357300,100228,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,100222,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11272,1,山海经,1272,100,5,2,100,50,50,357600,100232,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11273,1,山海经,1273,100,5,2,100,50,50,357900,100233,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11274,1,山海经,1274,100,5,2,100,50,50,358200,100229,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,100221,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11275,1,山海经,1275,100,5,2,100,50,50,358500,100234,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11276,1,山海经,1276,100,5,2,100,50,50,358800,100233,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11277,1,山海经,1277,100,5,2,100,50,50,359100,100232,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11278,1,山海经,1278,100,5,2,100,50,50,359400,100233,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11279,1,山海经,1279,100,5,2,100,50,50,359700,100234,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11280,1,山海经,1280,100,5,2,100,50,50,360000,100232,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11281,1,山海经,1281,100,5,2,100,50,50,360400,100234,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11282,1,山海经,1282,100,5,2,100,50,50,360800,100233,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11283,1,山海经,1283,100,5,2,100,50,50,361200,100235,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11284,1,山海经,1284,100,5,2,100,50,50,361600,100236,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11285,1,山海经,1285,100,5,2,100,50,50,362000,100235,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11286,1,山海经,1286,100,5,2,100,50,50,362400,100238,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11287,1,山海经,1287,100,5,2,100,50,50,362800,100236,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11288,1,山海经,1288,100,5,2,100,50,50,363200,100241,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11289,1,山海经,1289,100,5,2,100,50,50,363600,100237,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,46,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11290,1,山海经,1290,100,5,2,100,50,50,364000,100241,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11291,1,山海经,1291,100,5,2,100,50,50,364400,100238,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,100230,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11292,1,山海经,1292,100,5,2,100,50,50,364800,100237,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,100231,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11293,1,山海经,1293,100,5,2,100,50,50,365200,100242,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11294,1,山海经,1294,100,5,2,100,50,50,365600,100241,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11295,1,山海经,1295,100,5,2,100,50,50,366000,100243,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11296,1,山海经,1296,100,5,2,100,50,50,366400,100242,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11297,1,山海经,1297,100,5,2,100,50,50,366800,100241,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11298,1,山海经,1298,100,5,2,100,50,50,367200,100245,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11299,1,山海经,1299,100,5,2,100,50,50,367600,100241,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11300,1,山海经,1300,100,5,2,100,50,50,368000,100245,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,1,1,1,1,1,47,7:40224:30|7:40225:15|7:40226:3|7:42423:1,7:40224:30|7:40225:15|7:40226:3|7:42423:1,
11301,1,山海经,1301,100,5,2,100,50,50,368400,100243,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11302,1,山海经,1302,100,5,2,100,50,50,368800,100244,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11303,1,山海经,1303,100,5,2,100,50,50,369200,100245,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11304,1,山海经,1304,100,5,2,100,50,50,369600,100246,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11305,1,山海经,1305,100,5,2,100,50,50,370000,100247,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11306,1,山海经,1306,100,5,2,100,50,50,370400,100246,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,100240,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11307,1,山海经,1307,100,5,2,100,50,50,370800,100250,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11308,1,山海经,1308,100,5,2,100,50,50,371200,100247,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,100239,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11309,1,山海经,1309,100,5,2,100,50,50,371600,100252,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11310,1,山海经,1310,100,5,2,100,50,50,372000,100251,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11311,1,山海经,1311,100,5,2,100,50,50,372400,100250,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11312,1,山海经,1312,100,5,2,100,50,50,372800,100252,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11313,1,山海经,1313,100,5,2,100,50,50,373200,100251,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11314,1,山海经,1314,100,5,2,100,50,50,373600,100253,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11315,1,山海经,1315,100,5,2,100,50,50,374000,100251,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11316,1,山海经,1316,100,5,2,100,50,50,374400,100252,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11317,1,山海经,1317,100,5,2,100,50,50,374800,100251,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11318,1,山海经,1318,100,5,2,100,50,50,375200,100253,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11319,1,山海经,1319,100,5,2,100,50,50,375600,100254,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11320,1,山海经,1320,100,5,2,100,50,50,376000,100253,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11321,1,山海经,1321,100,5,2,100,50,50,376300,100256,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11322,1,山海经,1322,100,5,2,100,50,50,376600,100254,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11323,1,山海经,1323,100,5,2,100,50,50,376900,100255,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11324,1,山海经,1324,100,5,2,100,50,50,377200,100256,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11325,1,山海经,1325,100,5,2,100,50,50,377500,100255,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11326,1,山海经,1326,100,5,2,100,50,50,377800,100256,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,100248,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11327,1,山海经,1327,100,5,2,100,50,50,378100,100261,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11328,1,山海经,1328,100,5,2,100,50,50,378400,100255,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,100249,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11329,1,山海经,1329,100,5,2,100,50,50,378700,100259,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,100257,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11330,1,山海经,1330,100,5,2,100,50,50,379000,100262,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,0,1,1,1,1,47,7:40224:20|7:40225:10|7:40226:2|7:42422:1,7:40224:20|7:40225:10|7:40226:2|7:42422:1,
11331,1,山海经,1331,100,5,2,100,50,50,379400,100260,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
11332,1,山海经,1332,100,5,2,100,50,50,379800,100262,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,100258,0,1,1,1,1,47,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
