id,name,description,code,subType,subTypeNum,maxIncrease,price,dollar,originalDollar,inShop,inOffer,vipLevel,operation,consumeItemId,sortIndex,panelType,panelTab,quality,useLv,canOpenBatch,useLimitCount,total,expireTime,showRate,consecrateMeritValue,consecrateLiveValue,meili,qinmi,isFeiziGift,decomposeRende,skipLink,showInBag,isSkin,isBook,bookAttrs,isPiece,chanzhi,awardToString,awardShowString,
40107,蜀国礼包,打开后可能获得各种珍稀宝物。（废弃）,item107,宝箱,2,99999,0,0,0,0,0,0,3,,107,0,0,3,0,1,0,0,0,圣级品质0.1%、甲级品质6.2%、乙级品质93.7%,0,0,0,0,0,0,0,1,0,0,,0,0,7:40003:10000|5:30014:1|7:49983:4,5:30033:1|5:30034:1|3:20025:1|3:20031:1,
40108,魏国礼包,打开后可能获得各种珍稀宝物。（废弃）,item108,宝箱,2,99999,0,0,0,0,0,0,3,,108,0,0,3,0,1,0,0,0,圣级品质0.2%、甲级品质6.1%、乙级品质93.7%,0,0,0,0,0,0,0,1,0,0,,0,0,7:40003:10000|5:30016:1|7:49983:4,5:30029:1|5:30030:1|3:20027:1|3:20032:1,
40109,吴国礼包,打开后可能获得各种珍稀宝物。（废弃）,item109,宝箱,2,99999,0,0,0,0,0,0,3,,109,0,0,3,0,1,0,0,0,圣级品质0.1%、甲级品质6.2%、乙级品质93.7%,0,0,0,0,0,0,0,1,0,0,,0,0,7:40003:10000|5:30019:1|7:49983:4,5:30032:1|5:30028:1|3:20026:1|3:20030:1,
40110,VIP0级礼包,VIP0独享礼包，仅限达到此VIP级别的玩家购买1次。,item110,宝箱,2,99999,0,50,530,0,1,0,3,,110,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:41006:200|7:41004:10000|7:41008:10|7:41010:1,,
40111,VIP1级礼包,VIP1独享礼包，仅限达到此VIP级别的玩家购买1次。,item110,宝箱,2,99999,0,200,2600,0,1,1,3,,111,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:113:1|8:60303:1|7:41020:3|7:41012:50000|7:41009:1|7:43001:5,,
40112,VIP2级礼包,VIP2独享礼包，仅限达到此VIP级别的玩家购买1次。,item111,宝箱,2,99999,0,400,5000,0,1,2,3,,112,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10406:1|8:60304:1|7:41034:2|7:41035:1000|7:41011:10|7:49988:5,,
40113,VIP3级礼包,VIP3独享礼包，仅限达到此VIP级别的玩家购买1次。,item112,宝箱,2,99999,0,600,7000,0,1,3,3,,113,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:114:1|8:60305:1|7:41033:15|7:41012:100000|7:41010:5|7:43001:10,,
40114,VIP4级礼包,VIP4独享礼包，仅限达到此VIP级别的玩家购买1次。,item113,宝箱,2,99999,0,800,8000,0,1,4,3,,114,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10412:1|8:60401:1|7:41020:15|7:41035:2000|7:41014:10|7:49988:10,,
40115,VIP5级礼包,VIP5独享礼包，仅限达到此VIP级别的玩家购买1次。,item114,宝箱,2,99999,0,1000,12000,0,1,5,3,,115,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:115:1|8:60402:1|7:41034:5|7:41012:200000|7:41009:5|7:43001:15,,
40116,VIP6级礼包,VIP6独享礼包，仅限达到此VIP级别的玩家购买1次。,item115,宝箱,2,99999,0,1500,13000,0,1,6,3,,116,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10419:1|8:60403:1|7:41033:25|7:41035:3000|7:41011:20|7:49988:15,,
40117,VIP7级礼包,VIP7独享礼包，仅限达到此VIP级别的玩家购买1次。,item116,宝箱,2,99999,0,2000,12000,0,1,7,3,,117,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:116:1|8:60404:1|7:41036:3|7:41012:300000|7:41010:10|7:43001:20,,
40118,VIP8级礼包,VIP8独享礼包，仅限达到此VIP级别的玩家购买1次。,item117,宝箱,2,99999,0,3000,16000,0,1,8,3,,118,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10422:1|8:60405:1|7:41036:5|7:41035:5000|7:41014:20|7:49988:20,,
40119,VIP9级礼包,VIP9独享礼包，仅限达到此VIP级别的玩家购买1次。,item118,宝箱,2,99999,0,5000,19000,0,1,9,3,,119,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:117:1|8:60501:1|7:41020:20|7:41012:500000|7:41009:10|7:43001:30,,
40120,VIP10级礼包,VIP10独享礼包，仅限达到此VIP级别的玩家购买1次。,item119,宝箱,2,99999,0,7000,22000,0,1,10,3,,120,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10504:1|8:60502:1|7:41034:5|7:41035:7000|7:41011:40|7:49988:30,,
40121,VIP11级礼包,VIP11独享礼包，仅限达到此VIP级别的玩家购买1次。,item120,宝箱,2,99999,0,9000,25000,0,1,11,3,,121,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:118:1|8:60503:1|7:41033:30|7:41012:700000|7:41010:20|7:43001:40,,
40122,VIP12级礼包,VIP12独享礼包，仅限达到此VIP级别的玩家购买1次。,item121,宝箱,2,99999,0,12000,27000,0,1,12,3,,122,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10507:1|8:60504:1|7:41037:1|7:41035:10000|7:41014:40|7:49988:40,,
40123,VIP13级礼包,VIP13独享礼包，仅限达到此VIP级别的玩家购买1次。,item122,宝箱,2,99999,0,15000,40000,0,1,13,3,,123,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:119:1|8:60505:1|7:41037:2|7:41012:1000000|7:41009:20|7:43001:50,,
40124,VIP14级礼包,VIP14独享礼包，仅限达到此VIP级别的玩家购买1次。,item123,宝箱,2,99999,0,20000,45000,0,1,14,3,,124,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10505:1|8:60505:1|7:41037:2|7:41035:15000|7:41011:100|7:49988:50,,
40125,扬威金牌,持有此令，方能参加四海扬威争霸。（废弃）,item125,功能,0,99999,0,0,0,0,0,0,8,,125,6,6,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40126,挂机令,拥有此宝物，可以快速征税2小时，获得大量奖励。（废弃）,item3062,功能,0,99999,0,0,0,0,0,0,8,,126,7,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40127,特殊技能箱,可以随机开出才华值 或 1个圣级以下的 阵法或内政技能碎片（废弃）,item127,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40601:1|123:0:500,7:40600:1|7:40601:1|7:40602:1|7:40603:1|7:40604:1,
40128,士兵技能箱,可以随机开出才华值 或 1个圣级以下的 弓/步/骑兵系技能碎片（废弃）,item128,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40619:1|123:0:500,7:40600:1|7:40619:1|7:40620:1|7:40621:1|7:40622:1,
40129,甲级美人召唤令,紫色的令牌，打开后必定获得1位甲级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,129,0,0,3,0,1,0,0,0,甲级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40130,圣级美人召唤令,橙色的令牌，打开后必定获得1位圣级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,130,0,0,4,0,1,0,0,0,圣级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40131,弓兵技能箱,可以随机开出才华值 或 1个圣级以下的 弓兵系技能碎片（废弃）,item131,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40619:1|123:0:500,7:40600:1|7:40619:1|7:40620:1|7:40621:1|7:40622:1,
40132,步兵技能箱,可以随机开出才华值 或 1个圣级以下的 步兵系技能碎片（废弃）,item132,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40631:1|123:0:500,7:40600:1|7:40631:1|7:40632:1|7:40633:1|7:40634:1,
40133,骑兵技能箱,可以随机开出才华值 或 1个圣级以下的 骑兵系技能碎片（废弃）,item133,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40643:1|123:0:500,7:40600:1|7:40643:1|7:40644:1|7:40645:1|7:40646:1,
40134,阵法技能箱,可以随机开出才华值 或 1个圣级以下的 阵法系技能碎片（废弃）,item134,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40601:1|123:0:500,7:40600:1|7:40601:1|7:40602:1|7:40603:1|7:40604:1,
40135,内政技能箱,可以随机开出才华值 或 1个圣级以下的 内政系技能碎片（废弃）,item135,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40655:1|123:0:500,7:40600:1|7:40655:1|7:40656:1|7:40657:1|7:40658:1,
40136,随机技能箱,可以随机开出才华值 或 1个圣级以下的 技能碎片（废弃）,item136,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40601:1|123:0:500,7:40600:1|7:40601:1|7:40602:1|7:40603:1|7:40604:1,
40137,上古宝藏,来自上古的宝藏，打开可以获得巨额奖励。（废弃）,item137,宝箱,2,99999,0,0,0,0,0,0,3,,137,0,0,5,0,0,0,0,0,圣级品质25%、甲级品质50%、丁级品质25%,0,0,0,0,0,0,0,1,0,0,,0,0,7:40001:1000000|7:40127:30|7:40128:100|7:40002:3000,7:40001:1|7:40002:1|7:40127:1|7:40128:1,
40138,特殊技能箱（大）,可以随机开出10个 圣级以下的 阵法或内政技能碎片（废弃）,item138,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40601:10,7:40601:1|7:40602:1|7:40603:1|7:40604:1|7:40605:1,
40139,士兵技能箱（大）,可以随机开出10个 圣级以下的 弓/步/骑兵系技能碎片（废弃）,item139,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,4,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40619:10,7:40619:1|7:40620:1|7:40621:1|7:40622:1|7:40623:1,
40140,乙太元神,神死后灵魂所凝聚的精华，在秘宝兑换中可兑换高级神级将领。（废弃）,item140,功能,0,99999,0,0,0,0,0,0,6,,140,5,15,5,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40141,神级美人召唤令,红色的令牌，打开后必定获得1位神级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,141,0,0,5,0,1,0,0,0,神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40142,圣级随从令,鉴定后随机得到1个圣级随从。（废弃）,item142,宝箱,2,99999,0,0,0,0,0,0,3,,142,0,0,4,0,1,0,0,0,圣级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,3:20066:1,3:20066:1|3:20067:1|3:20068:1,
40143,神级随从令,鉴定后随机得到1个神级随从。（废弃）,item142,宝箱,2,99999,0,0,0,0,0,0,3,,143,0,0,5,0,1,0,0,0,神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,3:20082:1,3:20082:1|3:20083:1|3:20084:1,
40144,随机甲级伙伴碎片,打开后随机获得1个甲级伙伴碎片。（废弃）,item144,宝箱,2,99999,0,0,0,0,0,0,3,,144,0,0,3,0,1,0,0,0,甲级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,2:13002:1,,
40145,随机圣级伙伴碎片,打开后随机获得1个圣级伙伴碎片。（废弃）,item144,宝箱,2,99999,0,0,0,0,0,0,3,,145,0,0,4,0,1,0,0,0,圣级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,2:14001:1,,
40146,神之秘宝,传说中的神之秘宝，打开后可能获得神级装备或神级随从。（废弃）,item146,宝箱,2,99999,0,0,0,0,0,0,3,,146,0,0,5,0,1,0,0,0,神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,5:30049:1|3:20082:1,5:30049:1|5:30100:1|5:30146:1|3:20082:1|3:20083:1,
40147,匹配积分,在匹配赛中获得用于海选排名。（废弃）,item147,功能,0,99999,0,0,0,0,0,0,0,,147,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,,0,0,,,
40148,荣耀勋章,荣耀勋章可在勋章商店中兑换极品道具。（废弃）,item148,功能,0,99999,0,0,0,0,0,0,6,,148,6,27,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40149,王者勋章,王者勋章可在勋章商店中兑换极品道具。（废弃）,item149,功能,0,99999,0,0,0,0,0,0,6,,149,6,27,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40150,神级技能碎片箱,开启可随机获得 1个神级 技能碎片（废弃）,item151,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,5,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40612:1,7:40612:1|7:40613:1|7:40614:1|7:40615:1|7:40616:1,
40151,仙级技能碎片箱,开启可随机获得 1个仙级 技能碎片（废弃）,item152,宝箱,2,99999,0,0,0,0,0,0,3,,127,0,0,6,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40617:1,7:40617:1|7:40618:1|7:40664:1|7:40665:1|7:40666:1,
40152,神级技能碎片自选箱,开启可自选一个 神级技能碎片。（废弃）,item153,自选宝箱,5,99999,0,0,0,0,0,0,9,,127,0,0,5,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40612:1,7:40612:1|7:40613:1|7:40614:1|7:40615:1|7:40616:1|7:40627:1|7:40628:1|7:40629:1|7:40630:1|7:40639:1|7:40640:1|7:40641:1|7:40642:1|7:40651:1|7:40652:1|7:40653:1|7:40654:1|7:40661:1|7:40662:1|7:40663:1,
40153,仙级技能碎片自选箱,开启可自选一个 仙级技能碎片。（废弃）,item154,自选宝箱,5,99999,0,0,0,0,0,0,9,,127,0,0,5,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40617:1,7:40617:1|7:40618:1|7:40664:1|7:40665:1|7:40666:1,
40154,随机美人召唤令,打开后随机获得不同品质的美人。（废弃）,item154,宝箱,2,99999,0,0,0,0,0,0,3,,154,0,0,4,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40002:2,,
40155,残卷一·魏,陈寿所著《三国志》的散落残卷，此篇详细记述了魏国之史。（废弃）,item155,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40156,残卷二·蜀,陈寿所著《三国志》的散落残卷，此篇详细记述了蜀国之史。（废弃）,item156,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40157,残卷三·吴,陈寿所著《三国志》的散落残卷，此篇详细记述了吴国之史。（废弃）,item157,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40158,残卷四·群,陈寿所著《三国志》的散落残卷，此篇详细记述了群雄传记。（废弃）,item158,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40159,残卷五·天,陈寿所著《三国志》的散落残卷，此篇详细撰写了天道之相。（废弃）,item159,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40160,残卷六·地,陈寿所著《三国志》的散落残卷，此篇详细撰写了地数之相。（废弃）,item160,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40161,残卷七·人,陈寿所著《三国志》的散落残卷，此篇详细撰写了人德之相。（废弃）,item161,功能,0,99999,0,0,0,0,0,0,8,,2,11,34,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40162,普通骰子,用于洛阳寻宝的探秘。（废弃）,item162,功能,0,99999,0,0,0,0,0,0,8,,162,5,33,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,,
40163,黄金骰子,用于皇宫宝库的探秘。（废弃）,item163,功能,0,99999,0,0,0,0,0,0,8,,163,5,33,4,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40164,古币,在摸金校尉中获得，可以在神秘商店中购买道具。（废弃）,item164,功能,0,99999,0,0,0,0,0,0,8,,164,6,601,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40165,VIP15级礼包,VIP15独享礼包，仅限达到此VIP级别的玩家购买1次。,item173,宝箱,2,99999,0,25000,47000,0,1,15,3,,165,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,117:120:1|8:60505:1|7:41037:2|7:41012:1500000|7:41010:50|7:43001:60,,
40166,威望值,攻击敌方玩家可获得威望值。（废弃）,item166,功能,0,99999,0,0,0,0,0,0,0,,166,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,,0,0,,,
40167,军饷,军饷可以用于招募精锐士兵。（废弃）,item167,功能,0,99999,0,0,0,0,0,0,8,,167,10,27,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40168,征服宝箱,三国鼎立中获得，打开后随机获得各类道具。（废弃）,item168,宝箱,2,99999,0,0,0,0,0,0,3,,3,0,0,3,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40041:1,7:40172:1|7:40040:1|7:40039:1|7:40041:1|7:40044:1,
40169,探索令,使用后可增加1次三国鼎立中的探索次数。（废弃）,item169,功能,0,99999,0,0,0,0,0,0,2,,169,10,38,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40170,士气丹,使用后可恢复10点士气值。（废弃）,item170,功能,0,99999,0,0,0,0,0,0,2,,170,10,39,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40171,破坏令,使用后随机减少对方1-10点士气值。（废弃）,item171,功能,0,99999,0,0,0,0,0,0,8,,171,10,38,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40172,三国残卷副本,开启后随机获得1本人卷以外的三国残卷。（废弃）,item172,宝箱,2,99999,0,0,0,0,0,0,3,,2,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:41004:55,7:40155:1|7:40156:1|7:40157:1|7:40158:1|7:40159:1,
40173,VIP16级礼包,VIP16独享礼包，仅限此VIP级别的玩家购买1次。,item173,宝箱,2,99999,0,30000,65000,0,1,16,3,,109,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:10506:1|8:60505:1|7:41037:3|7:41035:20000|7:41014:150|7:49988:80,,
40174,VIP18级礼包,VIP18独享礼包，仅限达到此VIP级别的玩家购买1次。,item173,宝箱,2,99999,0,74990,149880,0,0,18,3,,174,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:41004:10|7:41004:65|7:41006:5|8:60302:1|7:41006:5|7:40003:65|7:41006:5,,
40175,最强古将碎片,打开后可随机获得秦始皇嬴政、精忠岳飞、兵圣孙武的碎片。（废弃）,item174,宝箱,2,99999,0,0,0,0,0,0,3,,175,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,2:15037:1,,
40176,摸金宝箱,打开可获得摸金校尉活动奖励。（废弃）,item176,宝箱,2,99999,0,0,0,0,0,0,3,,176,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40128:5,7:40001:1,
40177,审讯宝箱,打开可获得审讯俘虏活动奖励。（废弃）,item177,宝箱,2,99999,0,0,0,0,0,0,3,,177,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40128:3|7:40001:400000,7:40001:1|7:40128:1|7:40044:1|7:40018:1,
40178,探索宝箱,打开可获得国战活动的探索奖励。（废弃）,item178,宝箱,2,99999,0,0,0,0,0,0,3,,178,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,7:40001:1,
40179,单骑宝箱,打开可获得千里单骑活动奖励。（废弃）,item179,宝箱,2,99999,0,0,0,0,0,0,3,,179,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,7:40096:10|7:40095:10|7:40041:1,7:40096:1|7:40095:1|7:40039:1|7:40041:1,
40180,玉帛,在秘宝兑换中可以用来兑换天宫宝玉。（废弃）,item001,功能,0,99999,0,0,0,0,0,0,8,,180,5,15,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40181,名望,主角拥有一定的名望才能升级身份。,item181,功能,0,99999,0,0,0,0,0,0,0,,181,0,0,4,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,,0,0,,,
40182,VIP19级礼包,VIP19独享礼包，仅限达到此VIP级别的玩家购买1次。,item182,宝箱,2,99999,0,84990,169880,0,0,19,3,,182,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:15167:1|5:30155:1|5:30156:1|5:30157:1|3:20460:1|3:20461:1|7:40002:200|7:40002:100|7:40001:200000000|7:40003:20000000|7:40002:1000000,,
40183,VIP20级礼包,VIP20独享礼包，仅限达到此VIP级别的玩家购买1次。,item182,宝箱,2,99999,0,94990,189880,0,0,20,3,,183,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,10:15047:1|5:30155:1|5:30156:1|5:30157:1|3:20460:1|3:20461:1|3:20462:1|7:40001:300000000|7:40003:30000000|7:40002:2000000,,
40184,人德,招募将领获得，可在人德宝库兑换各类珍稀宝物。（废弃）,item183,功能,0,99999,0,0,0,0,0,0,0,,184,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,,0,0,,,
40185,乙级美人碎片,可以用来物色乙级美人。（废弃）,item186,材料,3,99999,0,0,0,0,0,0,7,,185,4,43,2,0,0,0,0,0,,80,80,0,0,0,0,0,1,0,0,,0,0,,,
40186,甲级美人碎片,可以用来物色甲级美人，可通过遣散乙级美人获得。（废弃）,item187,材料,3,99999,0,0,0,0,0,0,7,,186,4,43,3,0,0,0,0,0,,240,240,0,0,0,0,0,1,0,0,,0,0,,,
40187,圣级美人碎片,可以用来物色圣级美人，可通过遣散甲级美人获得。（废弃）,item188,材料,3,99999,0,0,0,0,0,0,7,,187,4,43,4,0,0,0,0,0,,960,960,0,0,0,0,0,1,0,0,,0,0,,,
40188,神级美人碎片,可以用来物色神级美人，可通过遣散圣级美人获得。（废弃）,item189,材料,3,99999,0,0,0,0,0,0,7,,188,4,43,5,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40189,超神级美人碎片,可以用来物色超神级美人，可通过遣散神级美人获得。（废弃）,item189,材料,3,99999,0,0,0,0,0,0,7,,189,4,43,5,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40190,随机乙级美人,未知的美人，可随机得到1位乙级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,190,0,0,2,0,1,0,0,0,乙级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40191,随机甲级美人,未知的美人，可随机得到1位甲级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,191,0,0,3,0,1,0,0,0,甲级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40192,随机圣级美人,未知的美人，可随机得到1位圣级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,192,0,0,4,0,1,0,0,0,圣级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40193,随机神级美人,未知的美人，可随机得到1位神级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,193,0,0,5,0,1,0,0,0,神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40194,随机超神级美人,未知的美人，可随机得到1位超神级美人。（废弃）,item129,宝箱,2,99999,0,0,0,0,0,0,3,,194,0,0,5,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40195,桃子,鲜美甘甜的桃子，非常珍贵。（废弃）,item190,丹药,1,99999,0,25,0,0,0,0,8,,195,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,,
40196,桃糕,香甜软糯的桃糕，非常珍贵。（废弃）,item191,丹药,1,99999,0,50,0,0,0,0,8,,196,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,,
40197,桃酒,凛冽爽口的桃酒，非常珍贵。（废弃）,item192,丹药,1,99999,0,100,0,0,0,0,8,,197,0,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,,
40198,超神级随从碎片,可以用来雇佣超神级随从。（废弃）,item049,材料,3,99999,0,0,0,0,0,0,7,,198,4,11,6,0,0,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40199,超神级宝物碎片,可以用来炼制超神级宝物。（废弃）,item054,材料,3,99999,0,0,0,0,0,0,7,,199,4,9,6,0,0,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,,,
40200,超神级谋士随从,未知的随从，可随机得到1位超神级谋士随从。（废弃）,item055,宝箱,2,99999,0,0,0,0,0,0,3,,200,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,3:20151:1,3:20151:1,
40201,超神级政客随从,未知的随从，可随机得到1位超神级政客随从。（废弃）,item060,宝箱,2,99999,0,0,0,0,0,0,3,,201,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,3:20150:1,3:20150:1,
40202,超神级副将随从,未知的随从，可随机得到1位超神级副将随从。（废弃）,item065,宝箱,2,99999,0,0,0,0,0,0,3,,202,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,3:20152:1,3:20152:1,
40203,随机超神级武器,打开后随机得到1件超神级武器。（废弃）,item070,宝箱,2,99999,0,0,0,0,0,0,3,,203,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,5:30151:1,5:30151:1,
40204,随机超神级坐骑,打开后随机得到1件超神级坐骑。（废弃）,item075,宝箱,2,99999,0,0,0,0,0,0,3,,204,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,5:30152:1,5:30152:1,
40205,随机超神级珍品,打开后随机得到1件超神级珍品。（废弃）,item080,宝箱,2,99999,0,0,0,0,0,0,3,,205,0,0,6,0,1,0,0,0,超神级品质100%,0,0,0,0,0,0,0,1,0,0,,0,0,5:30153:1,5:30153:1,
